,place_resid,stateco_resid,placename_resid,place_work,stateco_work,placename_work,county_resid,county_work,FLOW_FLAG,total00,yr00_total,yr00_dralone,yr00_carpool2,yr00_carpool3,yr00_carpool4,yr00_carpool56,yr00_carpool7p,yr00_bus,yr00_trolley,yr00_subway,yr00_railroad,yr00_ferry,yr00_bicycle,yr00_walk,yr00_taxi,yr00_mcycle,yr00_other,yr00_athome,yr00_transit,yr00_carpool3p,yr00_totalnh,tt00_totalnh,tt00_dralone,tt00_carpool2,tt00_carpool3p,tt00_btransit,tt00_rtransit,tt00_other5,aggtime00,yr00_driver,yr00_vehocc,yr00_carpdriver,yr00_carpocc,commute_id
205,00562,6001,Alameda,53000,6001,Oakland,Alameda,Alameda,Y,9045.0,9045.0,6860.0,975.0,165.0,40.0,20.0,4.0,750.0,0.0,40.0,0.0,20.0,70.0,30.0,15.0,30.0,30.0,0.0,810.0,229.0,9045.0,20.0,18.2,18.8,21.6,35.0,45.8,19.8,180605.0,7415.0,1.09,555.0,2.16,005626001530006001
310,00618,6013,Alamo,53000,6001,Oakland,Contra Costa,Alameda,Y,420.0,420.0,375.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,24.0,0.0,420.0,31.3,31.1,20.0,0.0,0.0,43.1,20.0,13210.0,385.0,1.02,10.0,2.0,006186013530006001
387,00674,6001,Albany,53000,6001,Oakland,Alameda,Alameda,Y,1070.0,1070.0,710.0,50.0,15.0,0.0,0.0,0.0,40.0,4.0,195.0,0.0,0.0,4.0,4.0,10.0,4.0,30.0,0.0,239.0,15.0,1070.0,28.6,25.3,36.5,16.9,58.6,34.0,26.2,30625.0,740.0,1.05,30.0,2.14,006746001530006001
968,01458,6085,Alum Rock,53000,6001,Oakland,Santa Clara,Alameda,Y,25.0,25.0,10.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,25.0,57.5,60.0,0.0,45.0,75.0,0.0,0.0,1380.0,10.0,1.61,4.0,5.0,014586085530006001
1016,01640,6055,American Canyon,53000,6001,Oakland,Napa,Alameda,Y,145.0,145.0,110.0,15.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,145.0,46.6,46.8,39.7,51.9,0.0,0.0,0.0,6760.0,125.0,1.17,15.0,2.58,016406055530006001
1182,02000,6059,Anaheim,53000,6001,Oakland,Orange,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,360.0,4.0,1.0,0.0,0.0,020006059530006001
1398,02252,6013,Antioch,53000,6001,Oakland,Contra Costa,Alameda,Y,1975.0,1975.0,1305.0,285.0,50.0,10.0,4.0,15.0,20.0,0.0,220.0,10.0,0.0,4.0,0.0,0.0,4.0,45.0,0.0,250.0,79.0,1975.0,62.2,57.6,71.0,69.6,60.8,72.7,68.8,122935.0,1470.0,1.14,165.0,2.22,022526013530006001
1790,02476,6023,Arcata,53000,6001,Oakland,Humboldt,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,1.0,0.0,0.0,024766023530006001
1852,02553,6067,Arden-Arcade,53000,6001,Oakland,Sacramento,Alameda,Y,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,85.6,85.6,0.0,0.0,0.0,0.0,0.0,2910.0,35.0,1.0,0.0,0.0,025536067530006001
2200,02980,6001,Ashland,53000,6001,Oakland,Alameda,Alameda,Y,1575.0,1575.0,1050.0,175.0,70.0,10.0,0.0,0.0,45.0,4.0,155.0,20.0,0.0,4.0,15.0,10.0,0.0,4.0,0.0,224.0,80.0,1575.0,24.4,21.5,21.5,21.5,19.7,45.5,27.0,38380.0,1165.0,1.12,115.0,2.24,029806001530006001
2297,03092,6081,Atherton,53000,6001,Oakland,San Mateo,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,520.0,10.0,1.0,0.0,0.0,030926081530006001
2350,03162,6047,Atwater,53000,6001,Oakland,Merced,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,440.0,10.0,1.0,0.0,0.0,031626047530006001
2444,03209,6077,August,53000,6001,Oakland,San Joaquin,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,240.0,4.0,1.0,0.0,0.0,032096077530006001
3213,04415,6013,Bay Point,53000,6001,Oakland,Contra Costa,Alameda,Y,485.0,485.0,280.0,45.0,40.0,4.0,4.0,0.0,0.0,0.0,55.0,15.0,0.0,0.0,0.0,0.0,4.0,30.0,0.0,70.0,48.0,485.0,44.7,37.3,48.6,57.8,0.0,54.0,60.3,21570.0,320.0,1.18,40.0,2.54,044156013530006001
3278,04503,6013,Bayview-Montalvin,53000,6001,Oakland,Contra Costa,Alameda,Y,160.0,160.0,125.0,15.0,0.0,10.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,160.0,41.7,41.6,30.0,45.0,0.0,60.0,0.0,6755.0,135.0,1.14,10.0,2.84,045036013530006001
3326,04541,6079,Baywood-Los Osos,53000,6001,Oakland,San Luis Obispo,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,1600.0,10.0,1.0,0.0,0.0,045416079530006001
3642,04982,6037,Bellflower,53000,6001,Oakland,Los Angeles,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,61.5,0.0,0.0,0.0,0.0,0.0,800.0,15.0,1.0,0.0,0.0,049826037530006001
3857,05108,6081,Belmont,53000,6001,Oakland,San Mateo,Alameda,Y,145.0,145.0,110.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,145.0,44.2,42.6,40.8,0.0,0.0,90.0,0.0,6450.0,125.0,1.13,15.0,2.0,051086081530006001
3933,05290,6095,Benicia,53000,6001,Oakland,Solano,Alameda,Y,560.0,560.0,425.0,55.0,20.0,20.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,40.0,560.0,47.3,46.0,43.8,51.8,0.0,66.8,45.0,26610.0,465.0,1.12,40.0,2.43,052906095530006001
4053,06000,6001,Berkeley,53000,6001,Oakland,Alameda,Alameda,Y,7630.0,7630.0,4635.0,555.0,155.0,50.0,40.0,0.0,625.0,20.0,880.0,25.0,0.0,320.0,280.0,0.0,20.0,25.0,0.0,1550.0,245.0,7630.0,24.2,20.7,20.7,30.2,42.9,32.9,20.0,184995.0,4985.0,1.09,350.0,2.29,060006001530006001
4227,06308,6037,Beverly Hills,53000,6001,Oakland,Los Angeles,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,330.0,10.0,1.0,0.0,0.0,063086037530006001
4382,06933,6013,Blackhawk-Camino Tassajara,53000,6001,Oakland,Contra Costa,Alameda,Y,190.0,190.0,150.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,190.0,47.2,46.6,49.6,45.0,0.0,51.8,0.0,9060.0,165.0,1.1,15.0,2.26,069336013530006001
4745,07848,6097,Boyes Hot Springs,53000,6001,Oakland,Sonoma,Alameda,Y,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,61.8,61.8,0.0,0.0,0.0,0.0,0.0,2040.0,35.0,1.0,0.0,0.0,078486097530006001
4861,08100,6059,Brea,53000,6001,Oakland,Orange,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,66.5,0.0,0.0,0.0,0.0,0.0,865.0,15.0,1.0,0.0,0.0,081006059530006001
4963,08142,6013,Brentwood,53000,6001,Oakland,Contra Costa,Alameda,Y,360.0,360.0,240.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,360.0,65.2,54.3,80.8,0.0,0.0,120.0,90.0,23420.0,290.0,1.17,50.0,2.0,081426013530006001
5053,08310,6081,Brisbane,53000,6001,Oakland,San Mateo,Alameda,Y,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,54.9,54.9,0.0,0.0,0.0,0.0,0.0,1865.0,35.0,1.0,0.0,0.0,083106081530006001
5082,08338,6081,Broadmoor,53000,6001,Oakland,San Mateo,Alameda,Y,60.0,60.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,60.0,37.7,40.8,45.0,0.0,0.0,33.3,0.0,2185.0,25.0,1.22,4.0,2.0,083386081530006001
5447,08968,6085,Burbank,53000,6001,Oakland,Santa Clara,Alameda,Y,25.0,25.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,49.6,30.0,0.0,60.0,0.0,0.0,0.0,1290.0,15.0,1.96,4.0,4.0,089686085530006001
5496,09066,6081,Burlingame,53000,6001,Oakland,San Mateo,Alameda,Y,110.0,110.0,105.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,110.0,41.4,41.2,0.0,45.0,0.0,0.0,0.0,4595.0,110.0,1.03,4.0,3.0,090666081530006001
5552,09353,6099,Bystrom,53000,6001,Oakland,Stanislaus,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,112.5,0.0,0.0,0.0,0.0,0.0,1575.0,15.0,1.0,0.0,0.0,093536099530006001
5952,10256,6017,Cameron Park,53000,6001,Oakland,El Dorado,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,200.0,4.0,1.0,0.0,0.0,102566017530006001
6029,10345,6085,Campbell,53000,6001,Oakland,Santa Clara,Alameda,Y,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.3,38.3,0.0,0.0,0.0,0.0,0.0,1110.0,30.0,1.0,0.0,0.0,103456085530006001
6071,10559,6073,Camp Pendleton North,53000,6001,Oakland,San Diego,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,105596073530006001
6228,11040,6087,Capitola,53000,6001,Oakland,Santa Cruz,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,540.0,10.0,1.0,0.0,0.0,110406087530006001
6326,11194,6073,Carlsbad,53000,6001,Oakland,San Diego,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,1440.0,0.0,0.0,0.0,0.0,111946073530006001
6404,11250,6053,Carmel-by-the-Sea,53000,6001,Oakland,Monterey,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,1330.0,4.0,1.0,0.0,0.0,112506053530006001
6482,11390,6067,Carmichael,53000,6001,Oakland,Sacramento,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,2040.0,15.0,1.0,0.0,0.0,113906067530006001
6849,11964,6001,Castro Valley,53000,6001,Oakland,Alameda,Alameda,Y,4170.0,4170.0,3285.0,415.0,75.0,15.0,0.0,4.0,30.0,0.0,275.0,30.0,0.0,4.0,20.0,0.0,0.0,15.0,0.0,335.0,94.0,4170.0,28.5,27.0,27.6,29.1,45.0,45.2,26.8,119010.0,3520.0,1.08,240.0,2.15,119646001530006001
7090,12524,6099,Ceres,53000,6001,Oakland,Stanislaus,Alameda,Y,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,109.8,109.8,0.0,0.0,0.0,0.0,0.0,9770.0,90.0,1.0,0.0,0.0,125246099530006001
7459,12902,6001,Cherryland,53000,6001,Oakland,Alameda,Alameda,Y,695.0,695.0,455.0,85.0,0.0,0.0,0.0,0.0,65.0,0.0,70.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,695.0,30.4,25.0,29.5,0.0,47.7,45.8,45.0,21135.0,500.0,1.09,45.0,2.0,129026001530006001
7569,13014,6007,Chico,53000,6001,Oakland,Butte,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,2700.0,15.0,1.0,0.0,0.0,130146007530006001
7726,13210,6071,Chino,53000,6001,Oakland,San Bernardino,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,80.0,4.0,1.0,0.0,0.0,132106071530006001
8066,13392,6073,Chula Vista,53000,6001,Oakland,San Diego,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,160.0,10.0,1.0,0.0,0.0,133926073530006001
8258,13588,6067,Citrus Heights,53000,6001,Oakland,Sacramento,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,180.0,4.0,1.0,0.0,0.0,135886067530006001
8477,13882,6013,Clayton,53000,6001,Oakland,Contra Costa,Alameda,Y,265.0,265.0,175.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,265.0,46.2,45.8,42.3,0.0,0.0,49.7,0.0,12160.0,190.0,1.08,15.0,2.0,138826013530006001
8553,14190,6097,Cloverdale,53000,6001,Oakland,Sonoma,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,7.8,0.0,0.0,0.0,0.0,0.0,70.0,10.0,1.0,0.0,0.0,141906097530006001
8607,14218,6019,Clovis,53000,6001,Oakland,Fresno,Alameda,Y,30.0,30.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,54.5,63.1,10.0,0.0,0.0,0.0,0.0,1690.0,30.0,1.09,4.0,2.0,142186019530006001
9182,16000,6013,Concord,53000,6001,Oakland,Contra Costa,Alameda,Y,3095.0,3095.0,2040.0,250.0,50.0,10.0,0.0,10.0,30.0,0.0,620.0,25.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,675.0,70.0,3095.0,43.7,42.1,44.7,48.8,46.2,48.0,40.8,135170.0,2185.0,1.08,145.0,2.2,160006013530006001
9421,16350,6065,Corona,53000,6001,Oakland,Riverside,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,85.0,935.0,0.0,0.0,0.0,0.0,163506065530006001
9610,16462,6041,Corte Madera,53000,6001,Oakland,Marin,Alameda,Y,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,39.4,39.4,0.0,0.0,0.0,0.0,0.0,2010.0,50.0,1.0,0.0,0.0,164626041530006001
9727,16532,6059,Costa Mesa,53000,6001,Oakland,Orange,Alameda,N,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,360.0,10.0,2.0,10.0,2.0,165326059530006001
9814,16560,6097,Cotati,53000,6001,Oakland,Sonoma,Alameda,Y,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,42.5,42.5,0.0,0.0,0.0,0.0,0.0,1020.0,25.0,1.0,0.0,0.0,165606097530006001
9954,16651,6077,Country Club,53000,6001,Oakland,San Joaquin,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,1520.0,10.0,1.0,0.0,0.0,166516077530006001
10260,17274,6013,Crockett,53000,6001,Oakland,Contra Costa,Alameda,Y,105.0,105.0,80.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,105.0,44.8,44.3,40.0,40.0,0.0,54.5,0.0,4750.0,85.0,1.09,4.0,2.52,172746013530006001
10434,17568,6037,Culver City,53000,6001,Oakland,Los Angeles,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,60.0,600.0,0.0,0.0,0.0,0.0,175686037530006001
10532,17610,6085,Cupertino,53000,6001,Oakland,Santa Clara,Alameda,Y,25.0,25.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.3,46.6,120.0,0.0,0.0,0.0,0.0,1725.0,25.0,1.16,4.0,2.0,176106085530006001
10780,17918,6081,Daly City,53000,6001,Oakland,San Mateo,Alameda,Y,940.0,940.0,380.0,150.0,40.0,20.0,25.0,15.0,10.0,0.0,265.0,0.0,0.0,10.0,4.0,0.0,0.0,20.0,0.0,275.0,100.0,940.0,40.2,35.6,33.0,30.4,60.0,51.9,54.2,37815.0,480.0,1.31,100.0,2.47,179186081530006001
10897,17946,6059,Dana Point,53000,6001,Oakland,Orange,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,1440.0,0.0,0.0,0.0,0.0,179466059530006001
10996,17988,6013,Danville,53000,6001,Oakland,Contra Costa,Alameda,Y,1215.0,1215.0,1020.0,55.0,30.0,0.0,10.0,10.0,0.0,0.0,65.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,80.0,50.0,1215.0,36.6,36.1,48.4,28.6,0.0,40.0,45.0,44590.0,1060.0,1.06,40.0,2.57,179886013530006001
11102,18100,6113,Davis,53000,6001,Oakland,Yolo,Alameda,Y,60.0,60.0,30.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,60.0,51.8,70.9,5.0,0.0,5.0,120.0,0.0,3005.0,30.0,1.09,4.0,2.0,181006113530006001
11338,18464,6047,Delhi,53000,6001,Oakland,Merced,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,1.0,0.0,0.0,184646047530006001
11745,19339,6013,Discovery Bay,53000,6001,Oakland,Contra Costa,Alameda,Y,170.0,170.0,130.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,170.0,62.4,64.6,59.1,60.0,0.0,40.0,0.0,10740.0,145.0,1.12,15.0,2.13,193396013530006001
11816,19402,6095,Dixon,53000,6001,Oakland,Solano,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,90.0,0.0,0.0,15.0,0.0,0.0,840.0,10.0,1.0,0.0,0.0,194026095530006001
11877,19612,6047,Dos Palos,53000,6001,Oakland,Merced,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,150.0,4.0,1.0,0.0,0.0,196126047530006001
12216,20018,6001,Dublin,53000,6001,Oakland,Alameda,Alameda,Y,995.0,995.0,815.0,45.0,10.0,0.0,0.0,0.0,4.0,0.0,95.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,114.0,10.0,995.0,30.7,29.1,24.4,12.8,30.0,47.4,20.0,30505.0,845.0,1.04,25.0,2.11,200186001530006001
12820,20956,6081,East Palo Alto,53000,6001,Oakland,San Mateo,Alameda,Y,70.0,70.0,50.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,57.8,55.7,60.0,65.0,0.0,0.0,0.0,3930.0,55.0,1.2,10.0,2.53,209566081530006001
12889,20984,6037,East Pasadena,53000,6001,Oakland,Los Angeles,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,180.0,4.0,1.0,0.0,0.0,209846037530006001
12958,21061,6013,East Richmond Heights,53000,6001,Oakland,Contra Costa,Alameda,Y,200.0,200.0,150.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,200.0,33.7,32.5,32.3,30.0,0.0,40.3,0.0,6815.0,160.0,1.06,5.0,2.23,210616013530006001
13245,21796,6013,El Cerrito,53000,6001,Oakland,Contra Costa,Alameda,Y,1475.0,1475.0,945.0,85.0,15.0,4.0,0.0,4.0,35.0,15.0,330.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,400.0,23.0,1475.0,32.4,30.7,35.8,37.9,37.4,35.2,28.2,47730.0,995.0,1.06,50.0,2.24,217966013530006001
13392,21880,6017,El Dorado Hills,53000,6001,Oakland,El Dorado,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,240.0,10.0,1.0,0.0,0.0,218806017530006001
13456,21936,6081,El Granada,53000,6001,Oakland,San Mateo,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,600.0,10.0,1.0,0.0,0.0,219366081530006001
13527,22020,6067,Elk Grove,53000,6001,Oakland,Sacramento,Alameda,Y,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,94.4,94.4,0.0,0.0,0.0,0.0,0.0,6705.0,70.0,1.0,0.0,0.0,220206067530006001
13678,22230,6037,El Monte,53000,6001,Oakland,Los Angeles,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,675.0,4.0,4.0,4.0,4.0,222306037530006001
13864,22412,6037,El Segundo,53000,6001,Oakland,Los Angeles,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,140.0,0.0,0.0,0.0,0.0,224126037530006001
